C,Penalty,Mean Accuracy,Std Accuracy,Mean Precision,Std Precision,Mean Recall,Std Recall,Mean F1,Std F1
10.0,l2,0.8811790217294106,0.021375944097526117,0.8727275131868204,0.026461397859216324,0.8811790217294106,0.021375944097526117,0.8724594111355117,0.02332802618610316
10.0,l1,0.8811790217294106,0.021375944097526117,0.8729302606214449,0.026672702352221564,0.8811790217294106,0.021375944097526117,0.8724373384305304,0.023303880294797612
1.0,l1,0.8811790217294109,0.02095141851394037,0.8727319354226225,0.02639376515546678,0.8811790217294109,0.02095141851394037,0.8721585484776233,0.02314065338539572
1.0,l2,0.8807050880801217,0.02172807682488503,0.87223094216701,0.02721152048092519,0.8807050880801217,0.02172807682488503,0.8717907192005739,0.023768435488142267
0.1,l2,0.8783465975140838,0.02000548451749611,0.8694114715707105,0.025434709456683427,0.8783465975140838,0.02000548451749611,0.8687226290320724,0.022132828733334928
0.1,l1,0.877396494679424,0.021877952650788453,0.868077561933154,0.0271453246333878,0.877396494679424,0.021877952650788453,0.8678039578020991,0.024429158848379755
